,Scientific Name,Common Name,Species Code,Population Code,Lead Region,Federal Listing Status,Where Listed
1477,Neotoma fuscipes riparia,Riparian woodrat (=San Joaquin Valley),A0FC,V01,8,Endangered,Wherever found
1478,Neotragus moschatus moschatus,Zanzibar suni,A07S,V01,Foreign,Endangered,Wherever found
1479,Neraudia angulata,No common name,Q1ZH,P01,1,Endangered,Wherever found
1480,Neraudia ovata,No common name,Q19L,P01,1,Endangered,Wherever found
1481,Neraudia sericea,No common name,Q1ZI,P01,1,Endangered,Wherever found
1482,Nerodia clarkii taeniata,Atlantic salt marsh snake,C01T,V01,4,Threatened,Wherever found
1483,Nerodia erythrogaster neglecta,Copperbelly water snake,C03X,V01,3,Threatened,"Indiana north of 40 degrees north latitude, Michigan, Ohio"
1484,Nervilia jacksoniae,No common name,Q3P2,P01,1,Threatened,Wherever found
1485,Nesillas aldabranus,Aldabra Warbler (old world warbler),B0AA,V01,Foreign,Endangered,Wherever found
1486,Nesogenes rotensis,No common name,Q3GY,P01,1,Endangered,Wherever found
1487,Newcombia cumingi,Newcomb's Tree snail,G09U,I01,1,Endangered,Wherever found
1488,Nicrophorus americanus,American burying beetle,I028,I01,2,Endangered,"Wherever found, except where listed as an experimental population"
1489,Nipponia nippon,Japanese crested ibis,B01U,V01,Foreign,Endangered,Wherever found
1490,Nitrophila mohavensis,Amargosa niterwort,Q2E8,P01,8,Endangered,Wherever found
1491,Nolina brittoniana,Britton's beargrass,Q2E9,P01,4,Endangered,Wherever found
1492,Nothocestrum breviflorum,`Aiea,Q1ZJ,P01,1,Endangered,Wherever found
1493,Nothocestrum latifolium,`Aiea,Q19R,P01,1,Endangered,Wherever found
1494,Nothocestrum peltatum,`Aiea,Q1ZK,P01,1,Endangered,Wherever found
1495,Notomys aquilo,Australian native mouse,A05V,V01,Foreign,Endangered,Wherever found
1496,Nototrichium humile,Kulu`i,Q1ZL,P01,1,Endangered,Wherever found
1497,Notropis albizonatus,Palezone shiner,E04E,V01,4,Endangered,Wherever found
1498,Notropis buccula,Smalleye Shiner,E05Z,V01,2,Endangered,Wherever found
1499,Notropis cahabae,Cahaba shiner,E04C,V01,4,Endangered,Wherever found
1500,Notropis girardi,Arkansas River shiner,E05X,V01,2,Threatened,"Arkansas River Basin (AR, KS, NM, OK, TX)"
1501,Notropis mekistocholas,Cape Fear shiner,E01N,V01,4,Endangered,Wherever found
1502,Notropis oxyrhynchus,Sharpnose Shiner,E04K,V01,2,Endangered,Wherever found
1503,Notropis simus pecosensis,Pecos bluntnose shiner,E04F,V01,2,Threatened,Wherever found
1504,Notropis topeka (=tristis),Topeka shiner,E07R,V01,6,Endangered,"Wherever found, except where listed as an experimental population"
1505,Noturus baileyi,Smoky madtom,E02C,V01,4,Endangered,Wherever found
1506,Noturus crypticus,Chucky Madtom,E07F,V01,4,Endangered,Wherever found
1507,Noturus flavipinnis,Yellowfin madtom,E01Y,V01,4,Threatened,"Wherever found, except where listed as an experimental population"
1508,Noturus placidus,Neosho madtom,E03S,V01,6,Threatened,Wherever found
1509,Noturus stanauli,Pygmy madtom,E03T,V01,4,Endangered,Wherever found
1510,Noturus trautmani,Scioto madtom,E01T,V01,3,Endangered,Wherever found
1511,Numenius borealis,Eskimo curlew,B01A,V01,7,Endangered,Wherever found
1512,Numenius tenuirostris,Slender-billed curlew,B0BT,V01,Foreign,Endangered,Wherever found
1513,Nycticebus pygmaeus,Lesser slow loris,A06J,V01,Foreign,Threatened,Wherever found
1514,Oarisma poweshiek,Poweshiek skipperling,I0W1,I01,3,Endangered,Wherever found
1515,Obovaria retusa,Ring pink (mussel),F00S,I01,4,Endangered,Wherever found
1516,Oceanodroma castro,Band-rumped storm-petrel,B08V,V01,1,Endangered,USA (HI)
1517,Ochrosia haleakalae,Holei,Q3ES,P01,1,Endangered,Wherever found
1518,Ochrosia kilaueaensis,Holei,Q2UX,P01,1,Endangered,Wherever found
1519,Odocoileus hemionus cerrosensis,Cedros Island mule Deer,A04K,V01,Foreign,Endangered,Wherever found
1520,Odocoileus virginianus clavium,Key deer,A003,V01,4,Endangered,Wherever found
1521,Odocoileus virginianus leucurus,Columbian white-tailed deer,A002,V01,1,Threatened,"Columbia River (Clark, Cowliz, Pacific, Skamania, and Wahkiakum Counties, WA., and Clatsop, Columbia, and Multnomah Counties, OR.)"
1522,Odontophorus strophium,Gorgeted wood-quail,B0CN,V01,Foreign,Endangered,Wherever found
1523,Oenothera deltoides ssp. howellii,Antioch Dunes evening-primrose,Q1ZN,P01,8,Endangered,Wherever found
1524,Oncorhynchus aguabonita whitei,Little Kern golden trout,E01Z,V01,8,Threatened,Wherever found
1525,Oncorhynchus apache,Apache trout,E00D,V01,2,Threatened,Wherever found
1526,Oncorhynchus clarkii henshawi,Lahontan cutthroat trout,E00Y,V01,8,Threatened,Wherever found
1527,Oncorhynchus clarkii seleniris,Paiute cutthroat trout,E00G,V01,8,Threatened,Wherever found
1528,Oncorhynchus clarkii stomias,Greenback Cutthroat trout,E00F,V01,6,Threatened,Wherever found
1529,Oncorhynchus gilae,Gila trout,E00E,V01,2,Threatened,Wherever found
1530,Oncorhynchus keta,Chum salmon,E09Q,V01,NMFS,Threatened,Columbia River ESU See 50 CFR 223.102
1531,Oncorhynchus keta,Chum salmon,E09Q,V02,NMFS,Threatened,Hood Canal summer-run ESU - See 50 CFR 223.102
1532,Oncorhynchus (=Salmo) kisutch,Coho salmon,E08A,V01,NMFS,Endangered,Central California Coast ESU - See 50 CFR 224.101
1533,Oncorhynchus (=Salmo) kisutch,Coho salmon,E08A,V02,NMFS,Threatened,Southern Oregon - Northern California Coast ESU - See 50 CFR 223.102
1534,Oncorhynchus (=Salmo) kisutch,Coho salmon,E08A,V03,NMFS,Threatened,Oregon Coast ESU - See 50 CFR 223.102
1535,Oncorhynchus (=Salmo) kisutch,Coho salmon,E08A,V04,NMFS,Threatened,Lower Columbia River ESU - See 50 CFR 223.102
1536,Oncorhynchus (=Salmo) mykiss,Steelhead,E08D,V01,NMFS,Threatened,California Central Valley DPS - See 50 CFR 223.102
1537,Oncorhynchus (=Salmo) mykiss,Steelhead,E08D,V02,NMFS,Threatened,Snake River Basin DPS - See 50 CFR 223.102
1538,Oncorhynchus (=Salmo) mykiss,Steelhead,E08D,V03,NMFS,Threatened,Central California Coast DPS - See 50 CFR 223.102
1539,Oncorhynchus (=Salmo) mykiss,Steelhead,E08D,V04,NMFS,Threatened,Lower Columbia River DPS - See 50 CFR 223.102
1540,Oncorhynchus (=Salmo) mykiss,Steelhead,E08D,V05,NMFS,Threatened,South-Central California Coast DPS - See 50 CFR 223.102
1541,Oncorhynchus (=Salmo) mykiss,Steelhead,E08D,V06,NMFS,Endangered,Southern California DPS - See 50 CFR 224.101
1542,Oncorhynchus (=Salmo) mykiss,Steelhead,E08D,V07,NMFS,Threatened,Upper Columbia River DPS - See 50 CFR 223.102
1543,Oncorhynchus (=Salmo) mykiss,Steelhead,E08D,V08,NMFS,Threatened,Upper Willamette River DPS - See 50 CFR 223.102
1544,Oncorhynchus (=Salmo) mykiss,Steelhead,E08D,V09,NMFS,Threatened,Middle Columbia River DPS - See 50 CFR 223.102
1545,Oncorhynchus (=Salmo) mykiss,Steelhead,E08D,V10,NMFS,Threatened,Northern California DPS - See 50 CFR 223.102
1546,Oncorhynchus (=Salmo) mykiss,Steelhead,E08D,V13,NMFS,Threatened,Puget Sound DPS - See 50 CFR 223.102
1547,Oncorhynchus (=Salmo) nerka,Sockeye salmon,E06Y,V01,NMFS,Endangered,Snake River ESU - See 50 CFR 224.101
1548,Oncorhynchus (=Salmo) nerka,Sockeye salmon,E06Y,V02,NMFS,Threatened,Ozette Lake ESU - See 50 CFR 223.102
1549,Oncorhynchus (=Salmo) tshawytscha,Chinook salmon,E06D,V01,NMFS,Threatened,Snake River fall-run ESU See 50 CFR 223.102
1550,Oncorhynchus (=Salmo) tshawytscha,Chinook salmon,E06D,V02,NMFS,Threatened,Snake River spring/summer-run ESU See 50 CFR 223.102
1551,Oncorhynchus (=Salmo) tshawytscha,Chinook salmon,E06D,V03,NMFS,Endangered,Sacramento River winter-run ESU - See 50 CFR 224.101
1552,Oncorhynchus (=Salmo) tshawytscha,Chinook salmon,E06D,V04,NMFS,Threatened,Puget Sound ESU See 50 CFR 223.102
1553,Oncorhynchus (=Salmo) tshawytscha,Chinook salmon,E06D,V05,NMFS,Threatened,Lower Columbia River ESU See 50 CFR 223.102
1554,Oncorhynchus (=Salmo) tshawytscha,Chinook salmon,E06D,V06,NMFS,Threatened,Upper Willamette River ESU See 50 CFR 223.102
1555,Oncorhynchus (=Salmo) tshawytscha,Chinook salmon,E06D,V07,NMFS,Endangered,Upper Columbia River spring-run ESU See 50 CFR 224.101
1556,Oncorhynchus (=Salmo) tshawytscha,Chinook salmon,E06D,V08,NMFS,Threatened,Central Valley spring-run ESU See 50 CFR 223.102
1557,Oncorhynchus (=Salmo) tshawytscha,Chinook salmon,E06D,V09,NMFS,Threatened,California Coastal ESU - See 50 CFR 223.102
1558,Onychogalea fraenata,Brindled nail-tailed wallaby,A03Q,V01,Foreign,Endangered,Wherever found
1559,Onychogalea lunata,Crescent nail-tailed wallaby,A03R,V01,Foreign,Endangered,Wherever found
1560,Opuntia treleasei,Bakersfield cactus,Q2YG,P01,8,Endangered,Wherever found
1561,Orbicella annularis,Lobed Star Coral,P003,I01,NMFS,Threatened,Wherever found
1562,Orbicella faveolata,Mountainous Star Coral,P004,I01,NMFS,Threatened,Wherever found
1563,Orbicella franksi,Boulder star coral,P01Y,I01,NMFS,Threatened,Wherever found
1564,Orcinus orca,Killer whale,A0IL,V01,NMFS,Endangered,Southern Resident DPS See 50 CFR 224.101
1565,Orconectes shoupi,Nashville crayfish,K01S,I01,4,Endangered,Wherever found
1566,Orcuttia californica,California Orcutt grass,Q1ZO,P01,8,Endangered,Wherever found
1567,Orcuttia inaequalis,San Joaquin Orcutt grass,Q1ZP,P01,8,Threatened,Wherever found
1568,Orcuttia pilosa,Hairy Orcutt grass,Q1AY,P01,8,Endangered,Wherever found
1569,Orcuttia tenuis,Slender Orcutt grass,Q1AZ,P01,8,Threatened,Wherever found
1570,Orcuttia viscida,Sacramento Orcutt grass,Q1ZQ,P01,8,Endangered,Wherever found
1571,Oreomystis bairdi,Akikiki,B0AI,V01,1,Endangered,Wherever found
1572,Oreomystis mana,Hawaii creeper,B04M,V01,1,Endangered,Wherever found
1573,Oreophasis derbianus,Horned guan,B01R,V01,Foreign,Endangered,Wherever found
1574,Orthalicus reses (not incl. nesodryas),Stock Island tree snail,G00Y,I01,4,Threatened,Wherever found
1575,Oryx dammah,Scimitar-horned oryx,A0G5,V01,Foreign,Endangered,Wherever found
1576,Oryx leucoryx,Arabian oryx,A01Z,V01,Foreign,Endangered,Wherever found
1577,Oryzomys palustris natator,Rice rat,A083,V01,4,Endangered,Lower FL Keys (west of Seven Mile Bridge)
1578,Osmoxylon mariannense,No common name,Q3GZ,P01,1,Endangered,Wherever found
1579,Osteolaemus tetraspis osborni,Congo dwarf crocodile,C012,V01,Foreign,Endangered,Wherever found
1580,Osteolaemus tetraspis tetraspis,African dwarf crocodile,C010,V01,Foreign,Endangered,Wherever found
1581,Ostodes strigatus,Snail [no common name],G0A5,I01,1,Endangered,Wherever found
1582,Ottoschulzia rhodoxylon,Palo de rosa,Q2EK,P01,4,Endangered,Wherever found
1583,Otus ireneae,Morden's owlet,B028,V01,Foreign,Endangered,Wherever found
1584,Otus magicus (=insularis) insularis,Seychelles scops owl,B027,V01,Foreign,Endangered,Wherever found
1585,Otus rutilus capnodes,Anjouan scops owl,B026,V01,Foreign,Endangered,Wherever found
1586,Ovis ammon,Argali,A00J,V01,Foreign,Endangered,"Wherever found except Kyrgyzstan, Mongolia, and Tajikistan"
1587,Ovis ammon,Argali,A00J,V02,Foreign,Threatened,"Kyrgyzstan, Mongolia, and Tajikistan"
1588,Ovis canadensis nelsoni,Peninsular bighorn sheep,A0DR,V01,8,Endangered,U.S.A. (CA) Peninsular Ranges
1589,Ovis canadensis sierrae,Sierra Nevada bighorn sheep,A0DS,V01,8,Endangered,U.S.A. (CA) Sierra Nevada
1590,Ovis musimon ophion,Urial,A069,V01,Foreign,Endangered,Wherever found
1591,Ovis vignei vignei,Shapo,A065,V01,Foreign,Endangered,Wherever found
1592,Oxyloma haydeni kanabensis,Kanab ambersnail,G01M,I01,6,Endangered,Wherever found
1593,Oxypolis canbyi,Canby's dropwort,Q2EL,P01,4,Endangered,Wherever found
1594,Oxytheca parishii var. goodmaniana,Cushenbury oxytheca,Q36L,P01,8,Endangered,Wherever found
1595,Oxytropis campestris var. chartacea,Fassett's locoweed,Q2EM,P01,3,Threatened,Wherever found
1596,Ozotoceros bezoarticus,Pampas deer,A057,V01,Foreign,Endangered,Wherever found
1597,Pacifastacus fortis,Shasta crayfish,K01U,I01,8,Endangered,Wherever found
1598,Packera franciscana,San Francisco Peaks ragwort,Q21L,P01,2,Threatened,Wherever found
1599,Palaemonetes cummingi,Squirrel Chimney Cave shrimp,K02F,I01,4,Threatened,Wherever found
1600,Palaemonias alabamae,Alabama cave shrimp,K01V,I01,4,Endangered,Wherever found
1601,Palaemonias ganteri,Kentucky cave shrimp,K01X,I01,4,Endangered,Wherever found
1602,Palmeria dolei,crested honeycreeper (Akohekohe),B00E,V01,1,Endangered,Wherever found
1603,Pangasianodon gigas,Thailand giant catfish,E00M,V01,Foreign,Endangered,Wherever found
1604,Pangasius sanitwongsei,Catfish,E00L,V01,Foreign,Endangered,Wherever found
1605,Panicum fauriei var. carteri,Carter's panicgrass,Q1ZR,P01,1,Endangered,Wherever found
1606,Panicum niihauense,Lau `ehu,Q1BJ,P01,1,Endangered,Wherever found
1607,Pan paniscus,Pygmy chimpanzee,A06E,V01,Foreign,Endangered,Wherever found
1608,Panthalops hodgsonii,Tibetan antelope,A0HJ,V01,Foreign,Endangered,Wherever found
1609,Panthera leo ssp. leo,Lion,A0JZ,V01,Foreign,Endangered,Wherever found
1610,Panthera leo ssp. melanochaita,Lion,A0KO,V01,Foreign,Threatened,Wherever found
1611,Panthera onca,Jaguar,A040,V01,2,Endangered,Wherever found
1612,Panthera pardus,Leopard,A01J,V01,Foreign,Endangered,"Wherever found, except where it is listed as Threatened"
1613,Panthera pardus,Leopard,A01J,V02,Foreign,Threatened,"In Africa, in the wild, south of, and including, the following countries: Gabon, Congo, Zaire, Uganda, Kenya"
1614,Panthera tigris,Tiger,A043,V01,Foreign,Endangered,Wherever found
1615,Pan troglodytes,Chimpanzee,A06C,V02,Foreign,Endangered,Wherever found
1616,Papasula (=Sula) abbotti,Abbott's booby,B04P,V01,Foreign,Endangered,Wherever found
1617,Papilio chikae,Luzon peacock swallowtail butterfly,I0ML,I01,Foreign,Endangered,Wherever found
1618,Papilio homerus,Homerus swallowtail butterfly,I0MK,I01,Foreign,Endangered,Wherever found
1619,Papilio hospiton,Corsican swallowtail butterfly,I0MJ,I01,Foreign,Endangered,Wherever found
1620,Papustyla pulcherrima,Manus Island tree snail,G000,I01,Foreign,Endangered,Wherever found
1621,Parahyaena (=Hyaena) brunnea,Brown Hyena,A01B,V01,Foreign,Endangered,Wherever found
1622,Pardofelis (=Felis) marmorata,Marbled cat,A04Z,V01,Foreign,Endangered,Wherever found
1623,Paronychia chartacea,Papery whitlow-wort,Q1ZV,P01,4,Threatened,Wherever found
1624,Paroreomyza flammea,Molokai creeper,B04H,V01,1,Endangered,Wherever found
1625,Paroreomyza maculata,Oahu creeper,B046,V01,1,Endangered,Wherever found
1626,Partula gibba,Humped tree snail,G0AC,I01,1,Endangered,Wherever found
1627,Partula langfordi,Langford's tree snail,G0AI,I01,1,Endangered,Wherever found
1628,Partula radiolata,Guam tree snail,G0A8,I01,1,Endangered,Wherever found
1629,Partulina semicarinata,Lanai tree snail,G0AG,I01,1,Endangered,Wherever found
1630,Partulina variabilis,Lanai tree snail,G0AH,I01,1,Endangered,Wherever found
1631,Parvisedum leiocarpum,Lake County stonecrop,Q1C2,P01,8,Endangered,Wherever found
1632,Pavona diffluens,No common name,P01Q,I01,NMFS,Threatened,Wherever found
1633,Pedicularis furbishiae,Furbish lousewort,Q1ZW,P01,5,Endangered,Wherever found
1634,Pediocactus bradyi,Brady pincushion cactus,Q1ZX,P01,2,Endangered,Wherever found
1635,Pediocactus despainii,San Rafael cactus,Q2QA,P01,6,Endangered,Wherever found
1636,"Pediocactus (=Echinocactus,=Utahia) sileri",Siler pincushion cactus,Q200,P01,2,Threatened,Wherever found
1637,Pediocactus knowltonii,Knowlton's cactus,Q1ZY,P01,2,Endangered,Wherever found
1638,Pediocactus peeblesianus fickeiseniae,Fickeisen plains cactus,Q1C9,P01,2,Endangered,Wherever found
1639,Pediocactus peeblesianus var. peeblesianus,Peebles Navajo cactus,Q1ZZ,P01,2,Endangered,Wherever found
1640,Pediocactus winkleri,Winkler cactus,Q2QB,P01,6,Threatened,Wherever found
1641,Pedionomus torquatus,Plains wanderer (=collared-hemipode),B04L,V01,Foreign,Endangered,Wherever found
